"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/measurements_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/measurements.csv?datainfo&rowcount&base_name=Bivalvia,%20Gastropoda,%20Brachiopoda&interval=Cenozoic"
"Access Time","Fri 2025-12-12 13:55:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Bivalvia, Gastropoda, Brachiopoda"
"","interval","Cenozoic"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","1.18"
"Records Found","6076"
"Records Returned","6076"
"Records:"
"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"31241","15775","mea","1","","width","13.8","",""
"31242","15775","mea","1","","height","7.8","",""
"31243","15776","mea","1","","width","11.2","",""
"31244","15776","mea","1","","height","7.8","",""
"31245","15777","mea","1","","width","12.4","",""
"31246","15777","mea","1","","height","7.8","",""
"31247","15778","mea","1","","width","11.2","",""
"31248","15778","mea","1","","height","7.8","",""
"31249","15779","mea","1","","width","11.2","",""
"31250","15779","mea","1","","height","7.8","",""
"31251","15780","mea","1","","height","7.8","",""
"31252","15781","mea","1","","height","7.8","",""
"31253","15782","mea","1","","height","7.8","",""
"31254","15783","mea","1","","height","7.8","",""
"31255","15784","mea","1","","width","12.5","",""
"31256","15784","mea","1","","height","7.7","",""
"31257","15785","mea","1","","width","13.1","",""
"31258","15785","mea","1","","height","7.7","",""
"31259","15786","mea","1","","width","13","",""
"31260","15786","mea","1","","height","7.7","",""
"31261","15787","mea","1","","width","10.8","",""
"31262","15787","mea","1","","height","7.7","",""
"31263","15788","mea","1","","height","7.7","",""
"31264","15789","mea","1","","height","7.7","",""
"31265","15790","mea","1","","height","7.7","",""
"31266","15791","mea","1","","width","11.4","",""
"31267","15791","mea","1","","height","7.6","",""
"31268","15792","mea","1","","width","10.1","",""
"31269","15792","mea","1","","height","7.6","",""
"31270","15793","mea","1","","width","10.8","",""
"31271","15793","mea","1","","height","7.6","",""
"31272","15794","mea","1","","width","14.5","",""
"31273","15794","mea","1","","height","7.6","",""
"31274","15795","mea","1","","width","13.1","",""
"31275","15795","mea","1","","height","7.6","",""
"31276","15796","mea","1","","width","10.8","",""
"31277","15796","mea","1","","height","7.6","",""
"31278","15797","mea","1","","width","11.3","",""
"31279","15797","mea","1","","height","7.6","",""
"31280","15798","mea","1","","width","8.3","",""
"31281","15798","mea","1","","height","7.6","",""
"31282","15799","mea","1","","width","10","",""
"31283","15799","mea","1","","height","7.6","",""
"31284","15800","mea","1","","width","10.7","",""
"31285","15800","mea","1","","height","7.6","",""
"31286","15801","mea","1","","height","7.6","",""
"31287","15802","mea","1","","height","7.6","",""
"31288","15803","mea","1","","width","13","",""
"31289","15803","mea","1","","height","7.5","",""
"31290","15804","mea","1","","width","9.5","",""
"31291","15804","mea","1","","height","7.5","",""
"31292","15805","mea","1","","width","11.2","",""
"31293","15805","mea","1","","height","7.5","",""
"31294","15806","mea","1","","width","9.3","",""
"31295","15806","mea","1","","height","7.5","",""
"31296","15807","mea","1","","height","7.5","",""
"31297","15808","mea","1","","width","14.4","",""
"31298","15808","mea","1","","height","7.4","",""
"31299","15809","mea","1","","width","11.4","",""
"31300","15809","mea","1","","height","7.4","",""
"31301","15810","mea","1","","width","8.2","",""
"31302","15810","mea","1","","height","7.4","",""
"31303","15811","mea","1","","width","11.4","",""
"31304","15811","mea","1","","height","7.4","",""
"31305","15812","mea","1","","width","9.5","",""
"31306","15812","mea","1","","height","7.4","",""
"31307","15813","mea","1","","height","7.4","",""
"31308","15814","mea","1","","width","9.4","",""
"31309","15814","mea","1","","height","6.4","",""
"31310","15815","mea","1","","width","12.7","",""
"31311","15815","mea","1","","height","6.4","",""
"31312","15816","mea","1","","width","9.4","",""
"31313","15816","mea","1","","height","6.4","",""
"31314","15817","mea","1","","height","6.4","",""
"31315","15818","mea","1","","height","6.4","",""
"31316","15819","mea","1","","height","6.4","",""
"31317","15820","mea","1","","width","13","",""
"31318","15820","mea","1","","height","6.3","",""
"31319","15821","mea","1","","width","13.8","",""
"31320","15821","mea","1","","height","6.3","",""
"31321","15822","mea","1","","width","13.8","",""
"31322","15822","mea","1","","height","6.3","",""
"31323","15823","mea","1","","width","12.5","",""
"31324","15823","mea","1","","height","6.3","",""
"31325","15824","mea","1","","width","8.9","",""
"31326","15824","mea","1","","height","6.3","",""
"31327","15825","mea","1","","width","9.3","",""
"31328","15825","mea","1","","height","6.3","",""
"31329","15826","mea","1","","width","8.1","",""
"31330","15826","mea","1","","height","6.3","",""
"31331","15827","mea","1","","width","9.4","",""
"31332","15827","mea","1","","height","6.3","",""
"31333","15828","mea","1","","height","6.3","",""
"31334","15829","mea","1","","width","9.3","",""
"31335","15829","mea","1","","height","6.2","",""
"31336","15830","mea","1","","width","9.4","",""
"31337","15830","mea","1","","height","6.2","",""
"31338","15831","mea","1","","width","8.1","",""
"31339","15831","mea","1","","height","6.2","",""
"31340","15832","mea","1","","width","8.9","",""
"31341","15832","mea","1","","height","6.2","",""
"31342","15833","mea","1","","width","9.3","",""
"31343","15833","mea","1","","height","6.2","",""
"31344","15834","mea","1","","width","10.9","",""
"31345","15834","mea","1","","height","6.2","",""
"31346","15835","mea","1","","width","12.5","",""
"31347","15835","mea","1","","height","6.2","",""
"31348","15836","mea","1","","height","6.2","",""
"31349","15836","mea","1","","width","12.7","",""
"31350","15837","mea","1","","height","6.2","",""
"31351","15837","mea","1","","width","8.1","",""
"31352","15838","mea","1","","height","6.2","",""
"31353","15838","mea","1","","width","10.8","",""
"31354","15839","mea","1","","height","6.2","",""
"31355","15839","mea","1","","width","8.2","",""
"31356","15840","mea","1","","height","6.2","",""
"31357","15841","mea","1","","height","6.2","",""
"31358","15842","mea","1","","height","6.2","",""
"31359","15843","mea","1","","height","6.2","",""
"31360","15844","mea","1","","height","6.2","",""
"31361","15845","mea","1","","height","6.2","",""
"31362","15846","mea","1","","height","6.1","",""
"31363","15846","mea","1","","width","12.7","",""
"31364","15847","mea","1","","height","6.1","",""
"31365","15847","mea","1","","width","10.9","",""
"31366","15848","mea","1","","height","6.1","",""
"31367","15848","mea","1","","width","12.5","",""
"31368","15849","mea","1","","height","6.1","",""
"31369","15849","mea","1","","width","8","",""
"31370","15850","mea","1","","height","6.1","",""
"31371","15850","mea","1","","width","8","",""
"31372","15851","mea","1","","height","6.1","",""
"31373","15851","mea","1","","width","12.5","",""
"31374","15852","mea","1","","height","6.1","",""
"31375","15852","mea","1","","width","9.6","",""
"31376","15853","mea","1","","height","6.1","",""
"31377","15853","mea","1","","width","7.7","",""
"31378","15854","mea","1","","height","6.1","",""
"31379","15854","mea","1","","width","8.3","",""
"31380","15855","mea","1","","height","6.1","",""
"31381","15855","mea","1","","width","7.6","",""
"31382","15856","mea","1","","height","6.1","",""
"31383","15857","mea","1","","height","6.1","",""
"31384","15858","mea","1","","height","6","",""
"31385","15858","mea","1","","width","10.9","",""
"31386","15859","mea","1","","height","6","",""
"31387","15859","mea","1","","width","8.2","",""
"31388","15860","mea","1","","height","6","",""
"31389","15861","mea","1","","height","6","",""
"31390","15862","mea","1","","height","5.9","",""
"31391","15862","mea","1","","width","7.8","",""
"31392","15863","mea","1","","height","5.9","",""
"31393","15863","mea","1","","width","7.7","",""
"31394","15864","mea","1","","height","5.9","",""
"31395","15864","mea","1","","width","6.7","",""
"31396","15865","mea","1","","height","5.9","",""
"31397","15865","mea","1","","width","7.7","",""
"31398","15866","mea","1","","height","5.9","",""
"31399","15866","mea","1","","width","9.3","",""
"31400","15867","mea","1","","height","5.9","",""
"31401","15867","mea","1","","width","9.5","",""
"31402","15868","mea","1","","height","5.9","",""
"31403","15868","mea","1","","width","10.9","",""
"31404","15869","mea","1","","height","5.9","",""
"31405","15869","mea","1","","width","11.8","",""
"31406","15870","mea","1","","height","5.9","",""
"31407","15870","mea","1","","width","7.6","",""
"31408","15871","mea","1","","height","5.9","",""
"31409","15872","mea","1","","height","5.9","",""
"31410","15873","mea","1","","height","5.9","",""
"31411","15874","mea","1","","height","5.9","",""
"31412","15875","mea","1","","height","5.9","",""
"31413","15876","mea","1","","height","5.8","",""
"31414","15876","mea","1","","width","9.4","",""
"31415","15877","mea","1","","height","5.8","",""
"31416","15877","mea","1","","width","7.6","",""
"31417","15878","mea","1","","height","5.8","",""
"31418","15878","mea","1","","width","7.7","",""
"31419","15879","mea","1","","height","5.8","",""
"31420","15880","mea","1","","height","5.8","",""
"31421","15881","mea","1","","height","5.8","",""
"31422","15882","mea","1","","height","5.8","",""
"31423","15883","mea","1","","height","5.7","",""
"31424","15883","mea","1","","width","7.6","",""
"31425","15884","mea","1","","height","5.7","",""
"31426","15884","mea","1","","width","7.6","",""
"31427","15885","mea","1","","height","5.7","",""
"31428","15885","mea","1","","width","7.6","",""
"31429","15886","mea","1","","height","5.7","",""
"31430","15886","mea","1","","width","7.4","",""
"31431","15887","mea","1","","height","5.7","",""
"31432","15887","mea","1","","width","10.8","",""
"31433","15888","mea","1","","height","5.7","",""
"31434","15889","mea","1","","height","5.6","",""
"31435","15889","mea","1","","width","8.9","",""
"31436","15890","mea","1","","height","5.6","",""
"31437","15890","mea","1","","width","9.6","",""
"31438","15891","mea","1","","height","5.6","",""
"31439","15891","mea","1","","width","8.1","",""
"31440","15892","mea","1","","height","5.6","",""
"31441","15892","mea","1","","width","8.9","",""
"31442","15893","mea","1","","height","5.6","",""
"31443","15894","mea","1","","height","5.6","",""
"31444","15895","mea","1","","height","5","",""
"31445","15895","mea","1","","width","8.9","",""
"31446","15896","mea","1","","height","5","",""
"31447","15896","mea","1","","width","8","",""
"31448","15897","mea","1","","height","5","",""
"31449","15897","mea","1","","width","7.8","",""
"31450","15898","mea","1","","height","5","",""
"31451","15898","mea","1","","width","9.6","",""
"31452","15899","mea","1","","height","5","",""
"31453","15899","mea","1","","width","8.2","",""
"31454","15900","mea","1","","height","5","",""
"31455","15900","mea","1","","width","11.1","",""
"31456","15901","mea","1","","height","5","",""
"31457","15902","mea","1","","height","4.7","",""
"31458","15903","mea","1","","height","4.6","",""
"31459","15903","mea","1","","width","8.9","",""
"31460","15904","mea","1","","height","4.6","",""
"31461","15904","mea","1","","width","6.1","",""
"31462","15905","mea","1","","height","4.6","",""
"31463","15905","mea","1","","width","6.4","",""
"31464","15906","mea","1","","height","4.6","",""
"31465","15906","mea","1","","width","5.6","",""
"31466","15907","mea","1","","height","4.5","",""
"31467","15907","mea","1","","width","7.7","",""
"31468","15908","mea","1","","height","4.4","",""
"31469","15908","mea","1","","width","5.9","",""
"31470","15909","mea","1","","height","4.4","",""
"31471","15909","mea","1","","width","7.5","",""
"31472","15910","mea","1","","height","3.2","",""
"31473","15910","mea","1","","width","5.7","",""
"31474","15911","mea","1","","height","3.2","",""
"31475","15911","mea","1","","width","6.2","",""
"31476","15912","mea","1","","height","3.2","",""
"31477","15913","mea","1","","height","3.1","",""
"31478","15913","mea","1","","width","6.2","",""
"31479","15914","mea","1","","height","3","",""
"31480","15914","mea","1","","width","4.6","",""
"31481","15915","mea","1","","height","3","",""
"31482","15916","mea","1","","width","7.5","",""
"31483","15917","mea","1","","height","7.7","",""
"31484","15918","mea","1","","height","6.2","",""
"31485","15919","mea","1","","height","22.5","",""
"31486","15919","mea","1","","width","16.1","",""
"31487","15920","mea","1","","height","19.2","",""
"31488","15920","mea","1","","width","13","",""
"31489","15921","mea","1","","height","17.2","",""
"31490","15921","mea","1","","width","13.1","",""
"31491","15922","mea","1","","height","15.9","",""
"31492","15922","mea","1","","width","9.5","",""
"31493","15923","mea","1","","height","12.5","",""
"31494","15923","mea","1","","width","9.4","",""
"31495","15924","mea","1","","height","11.3","",""
